TransactionID,UserID,Category,Amount,Date
86,3438,Rent,20.78,2023-11-24
87,3952,Food,10.572000000000001,2024-07-26
88,1706,Utilities,44.42,2024-04-26
89,99,Rent,25.37,2024-11-16
90,152,Utilities,99.68,2023-09-06
91,3887,Food,27.407999999999998,2024-08-18
92,133,Utilities,27.13,2023-08-20
93,3091,Entertainment,111.7,2023-07-26
94,3206,Rent,19.03,2023-04-06
95,4392,Utilities,203.04,2023-03-19
96,1121,Food,136.176,2024-04-17
97,4785,Food,15.71,2023-07-29
98,40,Food,175.09199999999998,2024-11-20
99,332,Rent,25.9,2024-09-21
100,2974,Entertainment,102.1,2023-09-14
101,4521,Food,17.424,2024-04-11
102,2442,Food,58.464,2024-08-28
103,2930,Food,30.491999999999997,2024-03-07
104,2534,Entertainment,39.64,2023-07-01
105,4067,Rent,90.47,2024-09-30
106,650,Utilities,10.56,2024-02-02
107,4128,Food,25.58,2023-08-04
108,611,Utilities,23.44,2023-05-28
109,3662,Food,46.18,2023-12-11
110,4103,Rent,60.47,2023-05-01
111,349,Utilities,63.65,2024-05-11
112,4518,Food,25.79,2023-12-25
113,2892,Rent,12.01,2024-11-28
114,4065,Entertainment,46.93,2023-01-11
115,3378,Utilities,85.27,2023-10-24
116,2565,Entertainment,35.88,2023-02-20
117,848,Utilities,47.18,2023-07-31
118,2240,Rent,32.62,2024-09-21
119,1381,Entertainment,19.31,2023-04-21
120,30,Entertainment,29.21,2023-10-15
121,1344,Entertainment,53.98,2024-08-16
122,3471,Entertainment,9.0,2023-12-18
123,512,Entertainment,22.98,2024-06-01
124,1458,Entertainment,45.47,2024-06-01
125,4646,Utilities,82.04,2023-02-17
126,4610,Utilities,0.5,2024-04-01
127,3216,Entertainment,0.31,2024-09-09
128,2845,Entertainment,38.52,2023-02-13
129,3719,Entertainment,66.53,2023-06-01
130,4585,Food,8.96,2023-08-07
131,1079,Rent,12.41,2024-05-10
132,4984,Rent,36.13,2024-06-10
133,2358,Utilities,12.86,2024-10-31
134,2698,Rent,5.49,2024-10-15
135,2866,Food,25.82,2023-02-11
136,206,Food,94.728,2024-08-09
137,1385,Rent,81.66,2023-10-11
138,1086,Food,72.13199999999999,2024-11-11
139,4891,Entertainment,1.25,2023-01-18
140,1991,Entertainment,8.32,2023-05-02
141,224,Rent,2.59,2024-11-08
142,1705,Utilities,13.94,2024-08-08
143,2128,Rent,49.95,2023-06-23
144,4014,Entertainment,20.4,2023-09-05
145,2075,Rent,158.43,2024-01-16
146,3665,Rent,37.4,2024-02-14
147,2800,Utilities,13.33,2024-08-17
148,3243,Entertainment,22.0,2023-04-01
149,1819,Rent,67.45,2024-04-19
150,3662,Entertainment,9.61,2023-11-25
151,455,Food,10.32,2023-10-06
152,3836,Rent,69.81,2024-02-13
153,3280,Food,95.508,2024-07-02
154,1213,Utilities,86.88,2024-08-16
155,3954,Food,59.36,2023-06-25
156,1959,Rent,44.06,2024-07-04
157,740,Utilities,23.79,2024-03-25
158,3466,Entertainment,10.82,2023-10-01
159,3810,Food,5.38,2023-12-31
160,750,Rent,1.77,2024-11-26
161,4231,Rent,5.47,2023-12-20
162,2286,Entertainment,60.19,2023-02-15
163,853,Utilities,51.0,2024-02-19
164,577,Entertainment,6.79,2024-11-21
165,401,Entertainment,27.12,2024-06-06
166,4399,Utilities,14.0,2023-03-01
167,954,Entertainment,15.75,2024-04-16
168,3601,Entertainment,121.81,2023-08-12
169,3715,Entertainment,1.79,2024-08-22
170,4938,Rent,45.83,2024-08-03
171,4244,Food,14.315999999999999,2024-08-09
172,33,Food,29.4,2023-09-10
173,954,Utilities,146.25,2023-05-29
174,1009,Utilities,19.8,2023-11-01
175,1060,Entertainment,1.01,2024-03-18
176,1161,Entertainment,13.95,2023-07-15
177,4476,Food,77.2,2023-03-14
178,3098,Utilities,22.64,2023-10-16
179,3877,Utilities,45.68,2023-08-24
180,1758,Utilities,8.66,2023-01-25
181,3209,Entertainment,22.37,2024-09-17
182,2030,Food,40.068,2024-07-01
183,3070,Entertainment,39.03,2023-06-26
184,3001,Utilities,27.99,2024-01-20
185,3500,Utilities,63.65,2023-12-19
186,246,Entertainment,63.31,2023-03-13
187,2657,Entertainment,2.53,2023-06-10
188,2623,Rent,19.44,2023-02-11
189,3354,Rent,6.76,2023-02-24
190,4211,Rent,27.21,2023-04-29
191,4969,Food,18.91,2023-11-12
192,493,Food,9.708,2024-02-15
193,306,Rent,28.68,2023-01-12
194,998,Rent,31.61,2024-05-19
195,649,Rent,4.64,2023-05-17
196,2463,Utilities,30.58,2024-09-18
197,4093,Utilities,17.23,2023-06-09
198,3305,Rent,58.67,2023-12-12
199,2926,Utilities,5.38,2024-04-25
200,2227,Utilities,168.81,2024-06-28
201,3647,Rent,36.89,2023-05-08
202,2976,Rent,43.71,2023-01-18
203,317,Entertainment,55.11,2023-04-05
204,4793,Rent,25.94,2023-09-26
205,908,Utilities,14.92,2023-11-21
206,3886,Rent,106.16,2024-08-09
207,3280,Food,154.81199999999998,2024-12-21
208,2466,Rent,153.81,2024-11-28
209,801,Rent,130.52,2023-02-17
210,1025,Rent,20.92,2023-06-26
211,4182,Food,213.80399999999997,2024-03-27
212,3492,Entertainment,1.4,2024-07-29
213,4107,Utilities,6.38,2024-03-28
214,103,Entertainment,16.37,2023-06-21
215,2887,Rent,130.19,2023-12-14
216,1632,Utilities,55.91,2023-10-01
217,3228,Rent,13.41,2023-04-19
218,1845,Entertainment,5.13,2024-07-14
219,3586,Entertainment,36.92,2024-06-05
220,3087,Entertainment,70.48,2023-06-16
221,4698,Food,55.704,2024-04-27
222,4419,Entertainment,61.55,2023-01-25
223,1024,Rent,29.26,2023-02-02
224,2347,Food,0.42,2024-07-10
225,2440,Entertainment,23.65,2023-12-07
226,4189,Utilities,22.14,2024-04-01
227,4416,Utilities,69.47,2024-06-26
228,2835,Entertainment,63.79,2023-09-03
229,2555,Food,51.52,2023-08-24
230,2917,Utilities,13.67,2023-05-07
231,312,Entertainment,2.42,2023-01-05
232,404,Utilities,9.49,2024-06-15
233,4404,Rent,42.26,2023-08-24
234,4273,Food,63.7,2023-05-30
235,2214,Rent,48.99,2024-11-10
236,2345,Entertainment,91.08,2023-07-10
237,482,Utilities,56.87,2024-10-19
238,3819,Rent,2.84,2024-05-11
239,4129,Utilities,10.3,2023-12-11
240,4602,Entertainment,47.63,2023-02-02
241,1828,Entertainment,19.63,2024-07-28
242,1254,Food,26.784,2024-06-14
243,3242,Food,1.608,2024-01-13
244,4385,Entertainment,1.94,2024-01-15
245,3470,Rent,45.97,2023-12-09
246,2729,Food,116.244,2024-01-11
247,1057,Entertainment,116.9,2023-12-12
248,2433,Food,79.95,2023-09-14
249,574,Rent,134.17,2024-12-06
250,1559,Entertainment,46.97,2023-06-26
251,539,Rent,28.54,2024-08-15
252,1532,Food,99.012,2024-05-08
253,3442,Utilities,3.42,2023-04-01
254,670,Entertainment,41.01,2024-03-10
255,801,Rent,42.0,2024-06-03
256,4354,Rent,16.61,2023-10-26
257,1042,Entertainment,91.6,2024-06-08
258,883,Utilities,6.96,2024-03-05
259,4050,Food,2.4,2023-06-29
260,3197,Rent,144.6,2023-11-16
261,3462,Entertainment,157.98,2024-09-13
262,1104,Utilities,14.43,2024-06-25
263,874,Utilities,3.35,2023-06-07
264,3967,Entertainment,37.7,2023-12-17
265,1524,Entertainment,29.45,2024-03-20
266,1314,Utilities,44.56,2023-10-06
267,804,Rent,20.05,2023-10-11
268,755,Entertainment,44.97,2023-10-11
269,2584,Food,39.815999999999995,2024-10-16
270,2632,Food,79.69,2023-08-15
271,3302,Rent,2.96,2023-09-29
272,1317,Food,14.02,2023-11-01
273,1144,Food,54.81,2023-05-27
274,534,Food,4.22,2023-04-15
275,2834,Food,8.315999999999999,2024-06-20
276,3964,Utilities,14.82,2023-07-08
277,825,Entertainment,54.45,2023-11-20
278,94,Rent,17.24,2023-01-02
279,3298,Entertainment,38.63,2023-09-21
280,3898,Utilities,2.78,2024-05-11
281,304,Entertainment,46.11,2023-03-03
282,2165,Utilities,39.47,2023-11-15
283,3416,Utilities,45.72,2023-03-02
284,2030,Food,9.66,2024-12-09
285,366,Food,6.77,2023-06-14
286,3497,Rent,196.36,2023-05-21
287,3498,Utilities,203.0,2023-05-03
288,1954,Entertainment,80.07,2023-07-13
289,3974,Rent,162.31,2024-02-17
290,3714,Rent,151.09,2024-03-23
291,4360,Utilities,18.92,2024-05-19
292,88,Food,95.91600000000001,2024-07-18
293,84,Rent,2.93,2023-05-21
294,3201,Utilities,7.52,2024-12-22
295,80,Entertainment,181.13,2024-03-05
296,329,Utilities,66.61,2024-06-02
297,1024,Utilities,13.32,2023-08-18
298,127,Entertainment,155.97,2024-04-25
299,1938,Food,26.663999999999998,2024-10-20
300,1484,Food,19.42,2023-08-05
301,587,Rent,22.96,2024-08-18
302,3510,Utilities,149.39,2024-01-22
303,2349,Utilities,6.77,2023-04-01
304,119,Utilities,113.74,2024-08-29
305,4373,Entertainment,7.9,2024-02-02
306,1346,Food,16.02,2023-01-06
307,125,Entertainment,16.58,2023-03-13
308,1762,Rent,122.87,2024-06-10
309,2629,Utilities,5.66,2023-07-07
310,4831,Rent,81.94,2024-04-19
311,4115,Utilities,94.31,2024-07-07
312,2595,Utilities,63.72,2024-12-29
313,4318,Food,15.623999999999999,2024-04-12
314,4511,Entertainment,6.33,2024-06-02
315,2047,Food,38.21,2023-04-07
316,4696,Entertainment,29.53,2023-04-15
317,3342,Entertainment,101.04,2023-01-23
318,2992,Rent,61.05,2023-06-24
319,242,Rent,84.14,2023-02-24
320,1702,Rent,54.94,2024-03-31
321,937,Utilities,326.3,2023-06-17
322,1820,Entertainment,35.42,2023-04-11
323,1446,Rent,37.93,2024-12-04
324,3698,Utilities,9.23,2024-10-27
325,4050,Rent,31.75,2024-07-05
326,2186,Rent,86.24,2023-08-22
327,3390,Food,47.315999999999995,2024-09-28
328,4411,Food,4.932,2024-11-04
329,862,Food,12.23,2023-11-16
330,3057,Rent,1.07,2023-05-26
331,852,Rent,7.12,2023-01-12
332,3338,Rent,6.86,2024-03-11
333,682,Utilities,214.01,2024-02-21
334,688,Food,35.808,2024-07-06
335,2610,Food,268.99199999999996,2024-09-05
336,4581,Food,42.12,2023-02-28
337,1000,Food,25.9,2023-08-05
338,4635,Entertainment,15.77,2023-12-11
339,1036,Food,5.52,2023-01-07
340,2108,Entertainment,38.1,2024-10-04
341,4500,Food,132.528,2024-03-04
342,1554,Utilities,6.33,2024-10-05
343,1746,Food,73.356,2024-02-09
344,392,Rent,2.43,2023-05-29
345,1950,Utilities,3.8,2023-10-09
346,1802,Food,37.37,2023-07-07
347,4868,Utilities,33.54,2024-02-23
348,4788,Entertainment,105.79,2023-01-20
349,1110,Rent,3.55,2024-11-29
350,2898,Rent,89.07,2023-04-21
351,279,Food,93.78,2023-11-13
352,3407,Rent,21.64,2024-07-11
353,2969,Food,136.128,2024-12-04
354,4461,Rent,148.34,2023-05-12
355,3786,Food,64.53,2023-03-15
356,108,Rent,48.44,2023-05-06
357,3038,Food,29.77,2023-04-27
358,3121,Utilities,14.68,2023-11-28
359,4371,Entertainment,56.35,2023-05-14
360,626,Entertainment,62.03,2023-07-15
361,791,Entertainment,70.76,2024-04-21
362,1894,Entertainment,54.69,2023-04-11
363,2805,Rent,33.38,2024-06-08
364,4628,Entertainment,21.51,2023-03-26
365,3400,Utilities,1.14,2023-06-10
366,789,Food,9.21,2023-02-14
367,1576,Utilities,21.92,2024-07-19
368,1626,Utilities,5.93,2024-06-14
369,4059,Utilities,44.64,2024-06-23
370,4714,Rent,4.4,2024-09-12
371,2620,Rent,41.95,2024-04-10
372,2103,Entertainment,15.45,2023-12-15
373,2819,Rent,46.65,2024-03-05
374,1717,Utilities,80.57,2023-03-21
375,4711,Entertainment,7.11,2023-02-21
376,3876,Rent,158.35,2023-07-07
377,2018,Rent,11.61,2023-05-16
378,1151,Utilities,124.6,2023-03-18
379,2852,Entertainment,113.44,2023-03-01
380,4615,Entertainment,83.87,2024-09-01
381,2595,Utilities,30.87,2023-12-02
382,1557,Food,0.708,2024-08-02
383,4714,Rent,119.33,2024-09-12
384,4203,Utilities,36.06,2023-12-09
385,1539,Food,139.512,2024-03-10
386,3833,Food,0.58,2023-10-03
387,1632,Rent,143.7,2024-06-10
388,919,Rent,22.42,2024-12-16
389,1049,Entertainment,5.13,2024-04-04
390,199,Rent,6.94,2024-09-27
391,3672,Food,66.19,2023-05-30
392,1033,Entertainment,110.04,2023-08-07
393,4477,Rent,11.6,2023-10-16
394,2661,Rent,67.27,2023-07-31
395,803,Utilities,75.07,2024-06-16
396,3844,Food,32.604,2024-10-28
397,4953,Utilities,37.06,2024-03-06
398,3801,Food,16.392,2024-09-22
399,3882,Utilities,52.68,2024-08-25
400,4161,Rent,67.76,2024-12-03
401,4297,Food,61.428,2024-02-20
402,3164,Food,2.4599999999999995,2024-08-21
403,639,Food,93.63,2023-01-22
404,2839,Entertainment,202.22,2023-02-12
405,2877,Entertainment,53.57,2024-01-18
406,195,Entertainment,3.56,2023-07-19
407,25,Food,27.720000000000002,2024-10-24
408,4610,Rent,6.95,2023-06-19
409,1960,Utilities,137.75,2023-04-04
410,1843,Rent,11.33,2024-08-13
411,4882,Entertainment,10.86,2023-10-28
412,2963,Rent,18.04,2023-07-31
413,4695,Food,66.33,2023-06-02
414,2752,Rent,6.18,2023-01-31
415,628,Food,23.29,2023-04-11
416,1614,Food,68.892,2024-12-08
417,511,Entertainment,4.78,2024-12-12
418,2284,Entertainment,6.0,2023-12-17
419,1634,Entertainment,73.58,2024-10-14
420,915,Rent,93.52,2024-08-05
421,3578,Utilities,14.95,2024-08-12
422,2181,Utilities,44.66,2023-12-26
423,4713,Rent,19.42,2024-08-08
424,4006,Rent,59.8,2024-03-30
425,378,Utilities,25.53,2023-04-01
426,2163,Food,46.14,2024-09-23
427,3647,Rent,17.12,2024-08-24
428,571,Entertainment,36.26,2024-01-22
429,3417,Entertainment,23.37,2024-06-06
430,3551,Rent,2.05,2024-09-02
431,3645,Rent,21.16,2024-06-11
432,2500,Utilities,151.48,2024-11-26
433,4202,Rent,159.19,2023-12-30
434,3075,Rent,67.99,2024-07-09
435,3809,Utilities,62.2,2023-08-03
436,4077,Rent,5.73,2024-10-01
437,2341,Utilities,22.15,2024-01-13
438,4767,Entertainment,41.35,2024-05-31
439,1210,Utilities,83.09,2024-09-01
440,4965,Rent,10.23,2024-05-03
441,3494,Utilities,3.73,2024-03-10
442,3754,Entertainment,7.34,2024-02-22
443,3060,Utilities,72.7,2024-06-13
444,2744,Entertainment,113.71,2024-07-26
445,3765,Entertainment,48.02,2024-09-11
446,2802,Food,105.76,2023-07-30
447,950,Utilities,76.93,2024-03-20
448,1907,Food,5.86,2023-06-20
449,2413,Entertainment,43.15,2024-09-02
450,3057,Food,177.072,2024-06-16
451,4473,Rent,74.31,2024-07-02
452,3267,Utilities,65.67,2024-09-05
453,371,Rent,36.86,2023-08-16
454,4835,Food,182.93,2023-12-15
455,3746,Entertainment,40.81,2023-03-31
456,4139,Entertainment,39.21,2024-07-23
457,3270,Entertainment,119.61,2024-02-08
458,301,Rent,6.88,2023-08-13
459,1708,Entertainment,141.11,2024-03-19
460,4193,Entertainment,11.51,2024-02-18
461,3852,Entertainment,13.06,2023-04-10
462,140,Rent,7.14,2024-03-17
463,2579,Utilities,77.39,2023-02-26
464,2612,Rent,41.52,2023-08-01
465,2596,Entertainment,111.34,2023-01-29
466,1817,Rent,23.23,2024-10-03
467,1307,Rent,42.46,2024-12-10
468,3747,Entertainment,24.65,2023-07-28
469,83,Utilities,47.19,2024-08-10
470,2342,Rent,54.26,2023-09-05
471,815,Food,38.12,2023-03-02
472,1031,Utilities,129.16,2024-10-26
473,2083,Utilities,0.96,2023-04-08
474,4653,Entertainment,116.18,2023-06-26
475,1076,Food,63.26,2023-03-27
476,4770,Food,58.751999999999995,2024-10-04
477,4149,Food,63.26,2023-08-15
478,4684,Rent,35.29,2023-01-11
479,493,Utilities,86.88,2023-06-28
480,3584,Food,0.336,2024-10-19
481,1909,Entertainment,152.42,2024-03-06
482,270,Entertainment,26.6,2024-04-24
483,2253,Rent,89.86,2024-11-23
484,653,Entertainment,5.06,2023-05-22
485,1391,Food,211.536,2024-07-11
486,46,Utilities,20.41,2023-03-07
487,293,Utilities,26.82,2023-07-17
488,2861,Utilities,61.35,2024-06-30
489,4627,Rent,1.55,2023-02-05
490,439,Entertainment,53.51,2024-03-09
491,997,Entertainment,9.39,2024-10-21
492,498,Entertainment,24.31,2024-08-08
493,469,Rent,45.82,2023-10-04
494,4565,Utilities,71.0,2023-01-05
495,2559,Food,26.76,2023-04-10
496,1626,Rent,8.16,2023-11-14
497,1009,Food,72.67,2023-10-14
498,4700,Entertainment,2.53,2023-05-29
499,813,Entertainment,23.46,2024-10-24
500,2676,Utilities,1.57,2024-01-10
501,4519,Rent,49.97,2024-12-10
502,3980,Food,45.81,2023-06-18
503,2973,Rent,22.63,2023-10-04
504,2997,Utilities,13.44,2023-07-26
505,3848,Utilities,64.91,2024-11-14
506,1781,Food,3.92,2023-05-27
507,1215,Food,62.88,2023-10-22
508,3947,Entertainment,36.43,2024-05-19
509,2225,Rent,18.37,2024-07-12
510,3480,Utilities,46.37,2023-10-30
511,4256,Utilities,22.61,2023-02-09
512,3156,Food,14.232,2024-12-17
513,3559,Entertainment,20.22,2023-05-10
514,673,Rent,3.39,2023-03-11
515,3004,Food,44.388,2024-03-24
516,4159,Rent,10.4,2023-11-25
517,430,Utilities,48.12,2024-09-28
518,275,Food,32.99,2023-12-26
519,2292,Entertainment,17.4,2023-11-27
520,2937,Entertainment,18.12,2023-08-24
521,4547,Rent,21.34,2024-01-23
522,3237,Food,24.94,2023-10-30
523,1014,Food,80.18399999999998,2024-08-11
524,1680,Entertainment,43.61,2024-08-10
525,533,Utilities,287.3,2023-06-03
526,3038,Food,108.96,2024-02-08
527,2623,Utilities,2.61,2024-10-01
528,1570,Food,43.547999999999995,2024-06-03
529,3343,Rent,16.37,2023-03-10
530,3492,Rent,0.61,2024-06-17
531,2542,Utilities,23.11,2023-11-09
532,3922,Utilities,13.14,2023-03-23
533,2812,Entertainment,15.75,2023-04-18
534,2735,Food,8.32,2023-07-16
535,1327,Entertainment,28.28,2023-10-25
536,2512,Entertainment,13.33,2023-08-15
537,3708,Utilities,67.92,2023-07-23
538,2992,Entertainment,73.33,2024-01-23
539,1835,Entertainment,78.3,2023-03-25
540,2040,Food,35.42,2023-05-23
541,2513,Rent,4.37,2023-05-02
542,470,Entertainment,93.64,2023-01-22
543,664,Food,11.219999999999999,2024-09-08
544,86,Rent,26.96,2024-08-03
545,4847,Food,1.332,2024-09-02
546,2539,Utilities,49.55,2023-07-10
547,3789,Food,8.363999999999999,2024-02-18
548,3817,Entertainment,1.04,2024-04-18
549,2191,Entertainment,6.67,2024-06-11
550,23,Utilities,17.78,2024-07-25
551,748,Utilities,25.97,2024-09-17
552,3142,Utilities,13.94,2024-12-10
553,1664,Utilities,25.26,2024-05-05
554,787,Rent,134.45,2024-03-22
555,893,Entertainment,12.32,2023-12-07
556,3355,Entertainment,19.8,2024-04-12
557,1906,Utilities,83.38,2024-12-28
558,255,Rent,115.09,2024-05-03
559,4287,Food,6.45,2023-09-10
560,4970,Food,19.33,2023-05-27
561,1232,Entertainment,45.85,2023-10-10
562,649,Rent,1.84,2024-11-28
563,2114,Rent,82.29,2023-04-23
564,2300,Rent,97.5,2023-12-03
565,1045,Utilities,61.55,2023-02-14
566,4471,Utilities,30.3,2023-02-22
567,3090,Rent,103.53,2023-10-27
568,1423,Rent,0.94,2024-01-05
569,798,Rent,112.17,2023-11-28
570,3447,Utilities,5.13,2023-04-14
571,1786,Food,60.708,2024-07-23
572,4187,Entertainment,4.87,2024-07-10
573,3274,Rent,22.72,2024-01-24
574,1663,Food,281.72,2023-01-23
575,4606,Food,113.04,2024-01-16
576,1625,Entertainment,90.84,2024-07-27
577,3132,Rent,185.72,2023-02-10
578,1825,Food,40.32,2023-06-05
579,76,Entertainment,15.49,2023-07-11
580,3615,Entertainment,0.63,2023-10-27
581,1,Entertainment,55.18,2023-12-07
582,1870,Entertainment,56.59,2023-02-15
583,3437,Food,58.64399999999999,2024-01-02
584,2396,Food,75.468,2024-11-15
585,2098,Entertainment,93.07,2023-07-20
586,1215,Food,29.5,2023-07-30
587,978,Utilities,41.6,2023-06-08
588,1374,Utilities,110.05,2023-12-10
589,2851,Utilities,42.44,2024-09-19
590,2709,Rent,36.12,2023-08-01
591,1390,Rent,34.58,2024-10-07
592,1668,Entertainment,145.47,2023-10-24
593,890,Utilities,25.8,2023-12-23
594,4119,Food,101.78,2023-03-11
595,2196,Entertainment,44.89,2023-05-13
596,866,Rent,20.27,2023-11-25
597,564,Food,32.91,2023-01-01
598,1844,Entertainment,6.51,2024-12-22
599,1997,Entertainment,47.91,2024-12-16
600,4763,Utilities,27.15,2024-06-27
601,4737,Rent,40.18,2023-12-10
602,1956,Rent,90.98,2023-07-28
603,2214,Food,19.05,2023-05-21
604,3069,Food,123.93599999999999,2024-11-22
605,2043,Entertainment,12.5,2023-02-17
606,3566,Utilities,1.82,2024-05-19
607,3196,Utilities,28.08,2024-03-10
608,2326,Food,241.96799999999996,2024-06-12
609,2815,Utilities,8.68,2023-04-25
610,1699,Rent,13.96,2024-02-05
611,2231,Utilities,14.18,2024-04-18
612,393,Rent,19.45,2024-08-23
613,51,Entertainment,37.62,2024-04-02
614,4443,Rent,7.45,2024-07-12
615,3937,Rent,52.83,2023-05-29
616,622,Rent,38.89,2024-02-28
617,4230,Utilities,30.6,2023-01-29
618,3083,Utilities,46.11,2024-02-24
619,1727,Utilities,13.3,2023-04-17
620,830,Food,119.16,2024-06-19
621,2960,Entertainment,34.71,2024-08-08
622,4458,Rent,36.7,2024-01-14
623,4533,Entertainment,105.64,2024-12-20
624,1471,Food,94.752,2024-01-14
625,1299,Utilities,41.38,2024-03-15
626,3421,Utilities,42.06,2024-03-09
627,4573,Entertainment,3.15,2024-01-04
628,4300,Rent,28.25,2023-01-17
629,1945,Entertainment,6.73,2024-01-20
630,2107,Entertainment,60.41,2024-01-26
631,558,Food,31.77,2023-05-28
632,4378,Utilities,0.12,2023-07-17
633,1527,Entertainment,60.98,2023-10-05
634,2661,Food,68.64,2023-10-13
635,3202,Food,4.97,2023-06-10
636,2906,Rent,22.21,2023-07-21
637,55,Rent,235.38,2023-10-08
638,341,Entertainment,13.74,2023-06-10
639,2773,Entertainment,57.28,2024-10-30
640,2303,Utilities,78.95,2024-08-22
641,2594,Utilities,37.33,2024-06-10
642,4279,Food,42.564,2024-02-15
643,552,Food,128.268,2024-04-13
644,2470,Utilities,23.99,2024-09-10
645,288,Entertainment,35.54,2024-06-17
646,817,Food,19.548,2024-10-12
647,3120,Utilities,12.49,2024-08-26
648,1603,Food,17.916,2024-06-25
649,1868,Food,39.024,2024-11-18
650,3931,Entertainment,1.3,2024-06-19
651,736,Entertainment,109.8,2023-04-28
652,1886,Rent,108.88,2024-02-17
653,1996,Food,32.18,2023-11-19
654,2617,Rent,94.64,2023-06-27
655,4999,Rent,5.96,2024-04-20
656,1950,Utilities,4.55,2023-12-14
657,1564,Entertainment,117.79,2024-10-16
658,4966,Entertainment,74.82,2024-10-26
659,607,Entertainment,66.52,2023-08-24
660,4732,Entertainment,6.81,2024-01-07
661,1228,Utilities,4.44,2024-05-12
662,3376,Entertainment,55.31,2024-05-27
663,57,Entertainment,22.3,2024-04-23
664,2350,Utilities,13.31,2023-06-03
665,3733,Food,24.76,2023-11-03
666,2224,Rent,37.18,2023-09-25
667,4375,Entertainment,66.19,2023-02-21
668,356,Rent,161.55,2024-03-22
669,2298,Rent,62.73,2023-07-23
670,1689,Entertainment,42.45,2023-07-06
671,2245,Entertainment,60.54,2024-04-19
672,2881,Entertainment,103.05,2023-05-25
673,802,Food,47.34,2024-07-19
674,4942,Rent,43.56,2024-11-25
675,170,Utilities,56.41,2023-01-07
676,1367,Rent,16.81,2024-08-04
677,2228,Food,13.572000000000001,2024-07-01
678,3429,Entertainment,101.52,2024-09-24
679,4709,Rent,81.15,2024-12-21
680,2119,Entertainment,5.72,2024-01-29
